8.4990 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1710, 1112]. Using actual size
13.1628 	EXP 	Created text_subject_turn = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='LiHei Pro', fontFiles=[], height=0.08, italic=False, languageStyle='LTR', name='text_subject_turn', opacity=1.0, ori=0.0, pos=array([0.  , 0.35]), rgb=UNKNOWN, text='現在輪到「您」做選擇', units='height', win=Window(...), wrapWidth=1920.0)
13.1630 	EXP 	window1: mouseVisible = True
13.1672 	EXP 	Created text_computer_turn = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='LiHei Pro', fontFiles=[], height=0.08, italic=False, languageStyle='LTR', name='text_computer_turn', opacity=1.0, ori=0.0, pos=array([0.  , 0.35]), rgb=UNKNOWN, text='現在輪到「電腦」做選擇', units='height', win=Window(...), wrapWidth=1920.0)
13.1674 	EXP 	window1: mouseVisible = True
13.1712 	EXP 	Created text_round_end = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='LiHei Pro', fontFiles=[], height=0.08, italic=False, languageStyle='LTR', name='text_round_end', opacity=1.0, ori=0.0, pos=array([0.  , 0.35]), rgb=UNKNOWN, text='回合結束', units='height', win=Window(...), wrapWidth=1920.0)
13.1713 	EXP 	window1: mouseVisible = True
13.1771 	EXP 	Created text_subject_win = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='LiHei Pro', fontFiles=[], height=0.08, italic=False, languageStyle='LTR', name='text_subject_win', opacity=1.0, ori=0.0, pos=array([ 0.  , -0.23]), rgb=UNKNOWN, text='本回合由您獲勝', units='height', win=Window(...), wrapWidth=1920.0)
13.1773 	EXP 	window1: mouseVisible = True
13.1802 	EXP 	Created text_computer_win = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='LiHei Pro', fontFiles=[], height=0.08, italic=False, languageStyle='LTR', name='text_computer_win', opacity=1.0, ori=0.0, pos=array([ 0.  , -0.23]), rgb=UNKNOWN, text='本回合由電腦獲勝', units='height', win=Window(...), wrapWidth=1920.0)
13.1803 	EXP 	window1: mouseVisible = True
13.1837 	EXP 	Created text_computer_option = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, draggable=False, flipHoriz=False, flipVert=False, font='LiHei Pro', fontFiles=[], height=0.08, italic=False, languageStyle='LTR', name='text_computer_option', opacity=1.0, ori=0.0, pos=array([-0.18, -0.23]), rgb=UNKNOWN, text='電腦的選擇', units='height', win=Window(...), wrapWidth=1920.0)
13.1838 	EXP 	window1: mouseVisible = True
13.1863 	EXP 	Created text_subject_option = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, draggable=False, flipHoriz=False, flipVert=False, font='LiHei Pro', fontFiles=[], height=0.08, italic=False, languageStyle='LTR', name='text_subject_option', opacity=1.0, ori=0.0, pos=array([-0.18, -0.23]), rgb=UNKNOWN, text='您的選擇', units='height', win=Window(...), wrapWidth=1920.0)
13.1866 	EXP 	window1: mouseVisible = True
13.1867 	EXP 	window1: mouseVisible = True
13.1873 	EXP 	window1: mouseVisible = True
13.1878 	EXP 	window1: mouseVisible = True
13.2637 	WARNING 	Font b'LiHei Pro' was requested. No similar font found.
13.2816 	EXP 	window1: mouseVisible = True
13.2817 	EXP 	window1: mouseVisible = True
13.2823 	EXP 	window1: mouseVisible = True
13.2828 	EXP 	window1: mouseVisible = True
13.3385 	WARNING 	Font b'LiHei Pro' was requested. No similar font found.
13.3843 	EXP 	window1: mouseVisible = True
13.3845 	EXP 	window1: mouseVisible = True
13.3850 	EXP 	window1: mouseVisible = True
13.3855 	EXP 	window1: mouseVisible = True
13.4401 	WARNING 	Font b'LiHei Pro' was requested. No similar font found.
13.4553 	EXP 	window1: mouseVisible = True
13.4554 	EXP 	window1: mouseVisible = True
13.4560 	EXP 	window1: mouseVisible = True
13.4565 	EXP 	window1: mouseVisible = True
13.5219 	WARNING 	Font b'LiHei Pro' was requested. No similar font found.
13.5283 	EXP 	window1: mouseVisible = True
13.5285 	EXP 	window1: mouseVisible = True
13.5290 	EXP 	window1: mouseVisible = True
13.5295 	EXP 	window1: mouseVisible = True
13.6267 	WARNING 	Font b'LiHei Pro' was requested. No similar font found.
13.6419 	EXP 	window1: mouseVisible = True
13.6420 	EXP 	window1: mouseVisible = True
13.6426 	EXP 	window1: mouseVisible = True
13.6430 	EXP 	window1: mouseVisible = True
13.6996 	WARNING 	Font b'LiHei Pro' was requested. No similar font found.
13.7069 	EXP 	window1: mouseVisible = True
13.7071 	EXP 	window1: mouseVisible = True
13.7076 	EXP 	window1: mouseVisible = True
13.7081 	EXP 	window1: mouseVisible = True
13.7658 	WARNING 	Font b'LiHei Pro' was requested. No similar font found.
13.7814 	EXP 	window1: mouseVisible = True
13.7816 	EXP 	window1: mouseVisible = True
13.7821 	EXP 	window1: mouseVisible = True
13.7826 	EXP 	window1: mouseVisible = True
13.8415 	WARNING 	Font b'LiHei Pro' was requested. No similar font found.
13.8477 	EXP 	window1: mouseVisible = True
13.8505 	EXP 	Created text_fixation = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_fixation', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='+', units='height', win=Window(...), wrapWidth=1)
13.8507 	EXP 	window1: mouseVisible = True
13.8520 	EXP 	Created text_reward = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='LiHei Pro', fontFiles=[], height=0.08, italic=False, languageStyle='LTR', name='text_reward', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
13.8680 	EXP 	choice1_box: autoLog = True
13.8680 	EXP 	choice2_box: autoLog = True
13.8680 	EXP 	choice2_box: autoLog = True
13.8680 	EXP 	choice2_box: autoLog = True
13.8680 	EXP 	text_test_stage: autoDraw = True
17.7660 	DATA 	Keypress: space
17.7723 	EXP 	text_test_stage: autoDraw = False
17.7723 	EXP 	text_fixation: autoDraw = True
22.7668 	EXP 	text_fixation: autoDraw = False
22.7668 	EXP 	text_current_num: text = '當前數字 \n0'
22.7668 	EXP 	text_target_num: height = 0.08
22.7668 	EXP 	text_target_num: height = 0.08
22.7668 	EXP 	text_target_num: height = 0.08
22.7668 	EXP 	text_target_num: text = '目標數字 \n7'
22.7668 	EXP 	text_new_round: height = 0.08
22.7668 	EXP 	text_new_round: height = 0.08
22.7668 	EXP 	text_new_round: height = 0.08
22.7668 	EXP 	text_new_round: text = '新回合開始，目標數字 7'
22.7668 	EXP 	text_new_round: autoDraw = True
22.7668 	EXP 	text_current_num: autoDraw = True
22.7668 	EXP 	text_target_num: autoDraw = True
26.7621 	EXP 	text_new_round: autoDraw = False
26.7621 	EXP 	text_current_num: autoDraw = False
26.7621 	EXP 	text_target_num: autoDraw = False
26.7621 	EXP 	text_fixation: autoDraw = True
27.7796 	EXP 	text_fixation: autoDraw = False
27.7796 	EXP 	choice1_box: foreColor = '#000000'
27.7796 	EXP 	choice2_box: foreColor = '#000000'
27.7796 	EXP 	choice2_box: foreColor = '#000000'
27.7796 	EXP 	text_current_num: text = '當前數字 \n0'
27.7796 	EXP 	text_target_num: text = '目標數字 \n7'
27.7796 	EXP 	text_subject_turn: autoDraw = True
27.7796 	EXP 	text_current_num: autoDraw = True
27.7796 	EXP 	text_target_num: autoDraw = True
27.7796 	EXP 	text_subject_option: autoDraw = True
27.7796 	EXP 	choice1_box: autoDraw = True
27.7796 	EXP 	choice2_box: autoDraw = True
27.7796 	EXP 	choice2_box: autoDraw = True
71.4288 	DATA 	Keypress: escape
71.8354 	EXP 	window1: mouseVisible = True
